timestamps,TP9,AF7,AF8,TP10
1664549462.851,-22.949,-24.414,-13.672,1.953,0
1664549462.855,-39.551,-27.344,-31.250,-7.324,0
1664549462.859,-60.059,-26.367,-49.805,-23.926,0
1664549462.863,-59.570,-25.391,-30.762,-25.391,0
1664549462.867,-40.039,-29.297,-22.461,-14.160,0
1664549462.871,-43.457,-31.250,-21.484,-22.949,0
1664549462.874,-56.641,-35.645,-19.043,-40.039,0
1664549462.878,-55.176,-30.273,-27.344,-20.508,0
1664549462.882,-54.199,-19.043,-23.438,-8.301,0
1664549462.886,-40.527,-21.484,-29.297,-7.812,0
1664549462.890,-45.410,-27.832,-28.809,-26.855,0
1664549462.891,-66.406,-33.203,-26.855,-48.828,0
1664549462.895,-53.711,-33.691,-29.785,-29.297,0
1664549462.899,-36.133,-34.668,-19.531,-6.348,0
1664549462.903,-49.316,-29.785,-15.625,-18.555,0
1664549462.907,-63.477,-24.902,-18.555,-41.504,0
1664549462.911,-49.805,-27.344,-19.531,-25.391,0
1664549462.915,-22.461,-22.949,-25.391,-5.859,0
1664549462.918,-23.926,-22.461,-31.250,-6.836,0
1664549462.922,-50.781,-22.949,-39.551,-18.555,0
1664549462.926,-51.270,-22.461,-50.293,-25.391,0
1664549462.930,-29.785,-31.738,-28.809,-17.578,0
1664549462.934,-29.297,-35.645,-7.324,-32.227,0
1664549462.936,-53.223,-29.785,-12.207,-51.270,0
1664549462.940,-63.477,-27.344,-12.207,-54.199,0
1664549462.944,-40.527,-24.414,-20.996,-31.250,0
1664549462.948,-25.879,-19.531,-27.344,-14.160,0
1664549462.952,-36.621,-20.508,-28.809,-27.832,0
1664549462.956,-57.617,-27.344,-21.484,-38.086,0
1664549462.960,-47.363,-30.273,-3.418,-29.785,0
1664549462.963,-30.762,-31.738,-21.484,-11.230,0
1664549462.967,-54.199,-28.809,-40.039,-40.039,0
1664549462.971,-65.918,-26.367,-21.484,-71.777,0
1664549462.975,-45.410,-22.461,-16.602,-34.668,0
1664549462.979,-20.020,-21.484,-34.180,9.766,0
1664549462.982,-32.227,-28.809,-24.902,-10.742,0
1664549462.986,-48.340,-26.855,-7.812,-36.133,0
1664549462.990,-31.250,-21.484,-6.836,-24.414,0
1664549462.994,-25.391,-27.344,-2.441,-16.602,0
1664549462.998,-32.715,-29.785,-4.395,-28.320,0
1664549463.002,-27.832,-25.391,-15.137,-26.855,0
1664549463.006,-24.902,-27.344,-21.973,0.488,0
1664549463.009,-19.043,-28.320,-16.602,16.113,0
1664549463.013,-7.812,-26.367,-7.812,-3.906,0
1664549463.017,-23.438,-32.227,-6.348,-13.672,0
1664549463.021,-49.316,-39.062,-8.789,-21.973,0
1664549463.025,-35.645,-40.527,-24.902,-12.695,0
1664549463.027,-19.043,-40.039,-13.184,10.254,0
1664549463.031,-28.320,-38.086,20.508,4.883,0
1664549463.035,-43.945,-40.527,20.996,-20.020,0
1664549463.039,-37.598,-49.316,2.930,-20.508,0
1664549463.043,-25.391,-46.875,-5.859,4.395,0
1664549463.047,-26.855,-46.387,-1.465,7.324,0
1664549463.051,-41.992,-44.922,-1.953,7.324,0
1664549463.054,-59.082,-41.016,-1.953,-17.578,0
1664549463.058,-46.875,-45.410,3.418,-29.297,0
1664549463.062,-39.551,-46.387,1.465,-13.672,0
1664549463.066,-51.758,-40.039,-10.742,-26.367,0
1664549463.070,-51.270,-36.621,-12.695,-33.691,0
1664549463.071,-37.109,-38.086,0.000,-4.395,0
1664549463.075,-33.203,-37.598,1.465,0.488,0
1664549463.079,-44.922,-37.598,-10.742,-20.508,0
1664549463.083,-56.152,-34.180,-13.184,-39.062,0
1664549463.087,-43.457,-29.297,-16.113,-27.832,0
1664549463.091,-18.555,-28.320,-31.250,26.367,0
1664549463.095,-32.227,-30.762,-11.230,7.324,0
1664549463.098,-62.988,-34.180,-2.441,-41.016,0
1664549463.102,-59.082,-30.273,-14.648,-31.250,0
1664549463.106,-37.598,-30.762,-2.441,-13.672,0
1664549463.110,-36.621,-29.785,-11.719,-15.137,0
1664549463.114,-55.176,-20.996,-28.320,-34.180,0
1664549463.132,-57.617,-21.973,-5.859,-38.574,0
1664549463.136,-39.551,-29.785,0.000,-25.391,0
1664549463.140,-33.203,-27.832,-11.230,-15.137,0
1664549463.144,-50.781,-22.461,-23.926,-20.508,0
1664549463.148,-57.617,-20.508,-35.645,-15.625,0
1664549463.152,-45.898,-30.762,-25.879,2.930,0
1664549463.156,-40.039,-31.738,-13.672,-1.953,0
1664549463.159,-53.223,-25.391,-4.883,-29.297,0
1664549463.163,-60.059,-31.250,-1.953,-42.969,0
1664549463.167,-49.805,-35.156,-12.695,-31.738,0
1664549463.171,-39.062,-37.109,-18.066,-29.785,0
1664549463.175,-38.086,-30.273,-18.066,-22.949,0
1664549463.177,-51.758,-21.973,-24.414,-18.555,0
1664549463.181,-53.223,-20.020,-11.230,-20.996,0
1664549463.185,-34.180,-24.902,-18.555,-11.230,0
1664549463.189,-37.598,-31.250,-40.039,-3.906,0
1664549463.193,-58.594,-26.367,-21.484,-19.531,0
1664549463.197,-69.336,-22.949,-6.836,-44.922,0
1664549463.201,-51.758,-20.996,-11.719,-25.879,0
1664549463.204,-41.016,-24.414,-15.625,-7.324,0
1664549463.208,-56.641,-34.180,-34.180,-8.301,0
1664549463.212,-63.477,-34.180,-49.805,-11.719,0
1664549463.216,-42.480,-30.273,-41.992,-11.719,0
1664549463.220,-26.367,-32.227,-26.855,2.441,0
1664549463.222,-59.570,-38.086,-9.277,-27.344,0
1664549463.226,-81.055,-39.062,-9.766,-55.176,0
1664549463.230,-56.152,-36.621,-27.344,-28.809,0
1664549463.234,-37.109,-38.574,-31.250,1.953,0
1664549463.238,-41.016,-36.621,-25.391,-1.465,0
1664549463.242,-55.176,-34.180,-28.809,-26.367,0
1664549463.246,-58.105,-30.762,-28.320,-39.551,0
1664549463.249,-34.668,-30.273,-32.227,-7.812,0
1664549463.253,-31.250,-37.109,-25.879,12.695,0
1664549463.257,-53.711,-37.109,-10.254,-24.414,0
1664549463.261,-55.176,-33.203,-20.996,-27.832,0
1664549463.265,-40.039,-35.645,-25.391,4.395,0
1664549463.267,-31.250,-37.598,-13.184,12.207,0
1664549463.271,-39.551,-32.715,-14.160,-12.207,0
1664549463.275,-46.875,-31.738,-19.043,-28.809,0
1664549463.279,-34.180,-26.855,-28.809,-15.137,0
1664549463.283,-23.438,-25.391,-18.066,-8.789,0
1664549463.287,-22.461,-25.879,-6.836,-13.672,0
1664549463.291,-36.621,-28.809,-16.602,-34.180,0
1664549463.294,-40.527,-36.621,-5.859,-20.020,0
1664549463.298,-28.809,-32.715,-7.324,5.859,0
1664549463.302,-33.691,-29.785,-17.578,-12.695,0
1664549463.306,-37.598,-26.855,-11.719,-27.344,0
1664549463.310,-28.320,-26.367,-9.277,-24.902,0
1664549463.312,-36.133,-29.297,-18.555,-9.277,0
1664549463.316,-40.039,-28.320,-24.414,-2.930,0
1664549463.320,-49.316,-26.855,-14.160,-18.066,0
1664549463.324,-61.523,-29.785,-4.395,-35.645,0
1664549463.328,-49.316,-31.738,-3.418,-32.715,0
1664549463.332,-27.832,-25.391,-20.996,-12.207,0
1664549463.336,-32.227,-21.484,-21.973,-15.625,0
1664549463.339,-60.059,-28.809,-14.160,-23.438,0
1664549463.343,-65.918,-32.715,-8.789,-37.598,0
1664549463.347,-48.828,-33.203,-10.742,-37.109,0
1664549463.351,-48.828,-33.203,-31.250,-25.391,0
1664549463.355,-68.359,-36.621,-31.738,-45.898,0
1664549463.357,-69.824,-35.645,-6.348,-50.781,0
1664549463.361,-44.434,-28.320,-6.348,-28.809,0
1664549463.365,-36.621,-29.785,-20.020,-28.320,0
1664549463.369,-63.965,-33.691,-15.137,-52.734,0
1664549463.373,-74.219,-33.691,-16.602,-62.500,0
1664549463.377,-57.129,-33.203,-33.203,-33.203,0
1664549463.381,-39.551,-30.762,-37.109,8.301,0
1664549463.384,-52.734,-30.273,-20.508,-0.977,0
1664549463.388,-71.777,-30.762,-15.137,-52.246,0
1664549463.392,-54.688,-32.715,-20.020,-54.199,0
1664549463.396,-45.898,-38.574,-28.320,-30.762,0
1664549463.400,-57.129,-34.180,-41.504,-36.621,0
1664549463.402,-68.359,-26.855,-36.133,-51.758,0
1664549463.406,-63.477,-26.855,-24.902,-34.180,0
1664549463.410,-47.852,-32.227,-14.160,-15.625,0
1664549463.414,-50.781,-35.156,-19.531,-36.133,0
1664549463.418,-64.453,-32.715,-36.621,-51.758,0
1664549463.422,-60.547,-31.738,-28.320,-26.855,0
1664549463.426,-47.363,-30.273,-29.785,-1.465,0
1664549463.429,-50.293,-30.273,-33.691,-10.254,0
1664549463.433,-66.895,-34.180,-24.414,-38.574,0
1664549463.437,-67.383,-28.320,-23.926,-58.105,0
1664549463.441,-44.434,-31.250,-23.438,-40.039,0
1664549463.445,-32.715,-28.320,-18.555,-22.949,0
1664549463.462,-45.410,-17.578,-22.461,-31.738,0
1664549463.466,-61.523,-16.113,-22.949,-43.457,0
1664549463.470,-51.758,-20.020,-23.926,-34.668,0
1664549463.474,-36.133,-22.949,-30.273,-27.344,0
1664549463.478,-43.945,-21.484,-20.508,-42.480,0
1664549463.482,-51.270,-27.832,-8.789,-29.785,0
1664549463.486,-35.645,-30.762,-2.930,-1.465,0
1664549463.489,-26.855,-28.809,-5.371,0.488,0
1664549463.493,-51.758,-21.973,-15.625,-31.250,0
1664549463.497,-80.078,-12.207,-27.344,-69.336,0
1664549463.501,-94.727,-12.207,-35.645,-86.914,0
1664549463.505,-91.797,-17.090,-34.180,-86.426,0
1664549463.507,-90.820,-20.996,-45.898,-79.102,0
1664549463.511,-119.629,-20.508,-56.152,-106.445,0
1664549463.515,-140.625,-16.602,-60.547,-131.836,0
1664549463.519,-133.789,-13.184,-56.152,-114.746,0
1664549463.523,-115.723,-10.742,-49.805,-99.609,0
1664549463.527,-117.188,-12.695,-56.152,-108.887,0
1664549463.531,-134.277,-15.625,-57.129,-136.719,0
1664549463.534,-129.883,-13.184,-59.570,-137.695,0
1664549463.538,-109.375,-16.602,-61.035,-99.121,0
1664549463.542,-113.770,-17.090,-59.570,-91.797,0
1664549463.546,-128.906,-15.625,-54.688,-126.465,0
1664549463.550,-115.234,-18.066,-51.758,-119.141,0
1664549463.552,-82.520,-19.043,-53.711,-78.125,0
1664549463.556,-72.754,-16.113,-61.035,-64.941,0
1664549463.560,-88.867,-17.578,-68.848,-83.984,0
1664549463.564,-88.379,-15.625,-63.477,-87.891,0
1664549463.568,-58.594,-7.812,-50.781,-49.805,0
1664549463.572,-47.363,-10.254,-57.617,-27.832,0
1664549463.576,-69.336,-18.555,-58.105,-50.293,0
1664549463.579,-89.844,-22.461,-45.898,-75.684,0
1664549463.583,-74.707,-22.461,-41.016,-50.293,0
1664549463.587,-53.223,-20.020,-35.645,-30.762,0
1664549463.591,-65.918,-14.648,-41.504,-63.477,0
1664549463.595,-89.355,-19.043,-48.828,-74.219,0
1664549463.597,-81.543,-22.949,-35.156,-60.059,0
1664549463.601,-49.805,-20.996,-38.086,-34.668,0
1664549463.605,-51.758,-20.508,-40.039,-30.762,0
1664549463.609,-73.242,-15.137,-21.973,-46.387,0
1664549463.613,-62.988,-14.160,-26.367,-42.969,0
1664549463.617,-40.039,-19.043,-41.016,-25.391,0
1664549463.621,-34.668,-16.113,-35.156,-14.648,0
1664549463.624,-51.270,-19.531,-41.992,-32.227,0
1664549463.628,-60.059,-20.020,-45.898,-32.715,0
1664549463.632,-49.316,-11.719,-27.832,-25.879,0
1664549463.636,-40.039,-14.160,-35.645,-31.738,0
1664549463.640,-39.062,-13.184,-47.363,-31.738,0
1664549463.654,-46.875,-11.719,-33.203,-37.598,0
1664549463.658,-37.598,-15.137,-26.367,-29.785,0
1664549463.662,-19.043,-17.090,-33.691,-4.395,0
1664549463.666,-31.250,-19.531,-30.762,-11.719,0
1664549463.670,-51.270,-19.043,-23.926,-37.598,0
1664549463.674,-43.457,-18.555,-19.531,-24.414,0
1664549463.678,-27.832,-20.020,-29.297,-4.395,0
1664549463.681,-31.738,-26.367,-28.809,7.812,0
1664549463.685,-59.570,-23.438,-19.043,-15.137,0
1664549463.689,-63.965,-21.973,-32.227,-43.457,0
1664549463.693,-38.086,-32.227,-37.109,-15.625,0
1664549463.697,-37.109,-26.855,-16.602,-6.348,0
1664549463.687,-61.523,-21.484,-18.555,-36.621,0
1664549463.691,-70.801,-20.996,-43.945,-49.805,0
1664549463.695,-51.270,-17.578,-50.781,-22.461,0
1664549463.699,-38.086,-21.973,-38.574,-6.348,0
1664549463.703,-53.711,-25.391,-13.184,-28.809,0
1664549463.707,-70.312,-25.391,-14.648,-47.363,0
1664549463.711,-57.617,-28.809,-28.320,-38.574,0
1664549463.714,-43.457,-33.203,-27.344,-20.020,0
1664549463.718,-55.176,-31.250,-21.484,-33.203,0
1664549463.722,-63.965,-28.320,-25.879,-49.805,0
1664549463.726,-46.875,-21.973,-35.156,-31.738,0
1664549463.730,-24.902,-21.973,-29.785,-11.230,0
1664549463.732,-33.203,-28.320,-23.438,-18.555,0
1664549463.736,-50.781,-23.926,-34.668,-43.457,0
1664549463.740,-44.434,-17.090,-37.109,-35.645,0
1664549463.744,-30.273,-23.438,-29.297,-3.906,0
1664549463.748,-33.203,-27.832,-29.297,-2.930,0
1664549463.752,-49.316,-23.926,-24.902,-32.715,0
1664549463.756,-52.246,-16.602,-26.367,-29.785,0
1664549463.759,-38.574,-17.578,-28.809,-9.766,0
1664549463.763,-24.902,-20.996,-20.508,-23.926,0
1664549463.767,-33.691,-18.555,-27.832,-35.156,0
1664549463.771,-43.457,-22.461,-40.039,-46.387,0
1664549463.775,-33.691,-22.461,-39.551,-35.156,0
1664549463.777,-14.648,-19.531,-27.832,-8.789,0
1664549463.781,-19.531,-17.090,-25.391,-8.789,0
1664549463.785,-51.270,-22.949,-24.414,-38.086,0
1664549463.789,-56.641,-31.250,-13.184,-48.828,0
1664549463.793,-33.691,-27.832,-10.742,-20.508,0
1664549463.797,-26.367,-21.484,-22.461,-10.254,0
1664549463.801,-47.852,-14.160,-25.391,-22.949,0
1664549463.804,-58.105,-16.602,-22.461,-35.156,0
1664549463.808,-36.133,-23.926,-39.551,-26.367,0
1664549463.812,-24.414,-23.926,-40.039,-21.484,0
1664549463.816,-37.109,-20.020,-24.414,-33.203,0
1664549463.820,-48.340,-24.902,-13.184,-41.016,0
1664549463.821,-38.574,-29.785,-6.836,-38.574,0
1664549463.825,-25.879,-26.855,-15.625,-32.715,0
1664549463.829,-37.109,-27.832,-20.020,-41.504,0
1664549463.833,-61.523,-32.227,-29.297,-58.594,0
1664549463.837,-57.617,-33.691,-17.090,-48.340,0
1664549463.841,-29.785,-27.344,-18.555,-4.395,0
1664549463.845,-30.762,-20.020,-36.621,-4.883,0
1664549463.848,-58.594,-23.926,-20.020,-48.828,0
1664549463.852,-58.594,-24.414,-8.301,-47.852,0
1664549463.856,-36.621,-17.578,-13.672,-12.695,0
1664549463.860,-36.621,-19.043,-12.207,-6.836,0
1664549463.864,-53.223,-23.438,-14.160,-24.902,0
1664549463.882,-55.176,-22.461,-23.926,-28.809,0
1664549463.886,-37.598,-21.484,-24.414,-12.695,0
1664549463.890,-32.715,-22.949,-20.020,-6.348,0
1664549463.894,-50.293,-21.484,-11.719,-28.320,0
1664549463.898,-55.664,-21.973,-21.484,-44.434,0
1664549463.902,-39.551,-20.508,-26.367,-25.879,0
1664549463.906,-30.762,-19.531,-17.090,-1.953,0
1664549463.909,-48.340,-24.414,-11.230,-28.320,0
1664549463.913,-61.035,-30.273,-13.672,-52.246,0
1664549463.917,-45.410,-26.367,-28.320,-22.949,0
1664549463.921,-23.926,-14.160,-21.973,-10.254,0
1664549463.925,-27.344,-16.602,-19.531,-13.184,0
1664549463.927,-49.316,-24.902,-16.602,-28.320,0
1664549463.931,-45.898,-20.996,-7.812,-37.109,0
1664549463.935,-29.785,-20.508,-21.973,-18.066,0
1664549463.939,-28.809,-23.438,-26.367,-8.789,0
1664549463.943,-38.086,-16.113,-11.719,-16.113,0
1664549463.947,-48.340,-12.207,-21.484,-13.672,0
1664549463.951,-32.715,-16.602,-24.902,1.953,0
1664549463.954,-19.043,-13.672,-20.020,-2.441,0
1664549463.958,-45.410,-19.531,-31.738,-10.254,0
1664549463.962,-57.617,-22.949,-18.555,-20.020,0
1664549463.966,-40.039,-19.043,-6.348,-37.598,0
1664549463.970,-30.273,-20.020,-18.066,-23.926,0
1664549463.972,-48.340,-20.996,-29.297,-24.414,0
1664549463.976,-62.988,-13.672,-30.762,-36.621,0
1664549463.980,-51.758,-11.230,-27.344,-21.973,0
1664549463.984,-34.180,-18.066,-18.555,0.488,0
1664549463.988,-36.621,-21.973,-5.859,-5.371,0
1664549463.992,-53.223,-21.484,-8.301,-28.809,0
1664549463.996,-55.176,-23.438,-10.254,-32.227,0
1664549463.999,-40.527,-29.297,-11.719,-18.066,0
1664549464.003,-36.133,-25.391,-29.297,-13.672,0
1664549464.007,-59.570,-20.020,-20.020,-44.922,0
1664549464.011,-66.406,-19.531,-12.695,-66.406,0
1664549464.015,-47.852,-13.184,-23.926,-29.297,0
1664549464.017,-31.738,-13.672,-23.926,-1.953,0
1664549464.021,-42.969,-18.555,-27.832,-23.926,0
1664549464.025,-53.223,-17.090,-29.785,-38.574,0
1664549464.029,-33.691,-13.184,-20.996,-18.066,0
1664549464.033,-20.996,-17.578,-13.672,-3.418,0
1664549464.037,-26.855,-18.066,-10.254,-11.230,0
1664549464.041,-42.480,-15.137,-20.020,-30.273,0
1664549464.044,-40.527,-17.578,-41.016,-13.184,0
1664549464.048,-28.809,-17.578,-38.086,2.441,0
1664549464.052,-35.156,-17.578,-23.926,-21.973,0
1664549464.056,-50.293,-20.508,-23.926,-41.992,0
1664549464.060,-52.734,-20.020,-18.066,-52.734,0
1664549464.062,-35.156,-20.020,-12.207,-23.926,0
1664549464.066,-28.320,-19.531,-19.531,-6.348,0
1664549464.070,-43.457,-18.066,-40.527,-26.855,0
1664549464.074,-58.594,-20.020,-28.809,-42.480,0
1664549464.078,-50.293,-25.879,-10.254,-33.203,0
1664549464.082,-30.273,-22.461,-34.668,-11.230,0
1664549464.086,-41.016,-17.578,-45.410,-20.020,0
1664549464.089,-62.500,-20.508,-22.461,-30.273,0
1664549464.093,-56.152,-20.508,-20.020,-24.902,0
1664549464.097,-38.574,-25.391,-32.715,-6.348,0
1664549464.101,-30.762,-24.902,-30.762,-11.719,0
1664549464.105,-47.852,-24.902,-22.461,-39.062,0
1664549464.108,-52.734,-29.297,-22.949,-43.457,0
1664549464.112,-28.320,-28.809,-22.461,-25.879,0
1664549464.116,-26.855,-27.832,-41.992,-20.020,0
1664549464.120,-48.340,-26.367,-32.227,-30.762,0
1664549464.124,-52.246,-26.367,-17.090,-29.785,0
1664549464.128,-38.086,-31.738,-37.109,-12.695,0
1664549464.132,-25.879,-31.250,-33.203,18.555,0
1664549464.135,-40.039,-25.879,-19.531,4.395,0
1664549464.139,-52.734,-24.414,-19.531,-41.504,0
1664549464.143,-37.109,-19.043,-24.414,-27.832,0
1664549464.147,-25.391,-20.508,-16.602,-4.883,0
1664549464.151,-35.156,-25.391,-20.996,-31.250,0
1664549464.152,-51.758,-20.020,-34.180,-55.176,0
1664549464.156,-37.598,-13.184,-31.738,-32.715,0
1664549464.160,-16.113,-18.555,-33.691,-2.930,0
1664549464.164,-29.785,-24.414,-29.297,-5.859,0
1664549464.168,-54.199,-25.391,-5.371,-26.367,0
1664549464.172,-40.039,-32.227,-6.836,-15.137,0
1664549464.176,-27.344,-32.715,-14.160,11.230,0
1664549464.179,-46.875,-25.879,-16.602,-24.414,0
1664549464.183,-64.453,-19.043,-20.020,-64.941,0
1664549464.187,-66.406,-18.555,-36.621,-64.941,0
1664549464.191,-54.688,-13.672,-37.109,-41.504,0
1664549464.195,-48.340,-14.160,-19.531,-25.879,0
1664549464.197,-54.688,-19.531,-20.996,-36.621,0
1664549464.201,-56.152,-15.137,-37.109,-47.852,0
1664549464.205,-48.340,-15.625,-38.574,-36.133,0
1664549464.209,-31.250,-22.949,-10.742,-26.367,0
1664549464.213,-34.668,-26.367,-5.859,-35.645,0
1664549464.217,-59.570,-26.855,-9.277,-43.457,0
1664549464.221,-59.082,-27.344,-20.020,-32.715,0
1664549464.224,-32.227,-29.297,-30.273,-20.508,0
1664549464.228,-34.180,-31.738,-21.973,-32.715,0
1664549464.232,-54.688,-33.203,-19.531,-36.621,0
1664549464.236,-54.688,-22.949,-26.367,-35.645,0
1664549464.240,-45.410,-19.531,-35.645,-17.090,0
1664549464.257,-44.922,-26.367,-28.320,-0.488,0
1664549464.261,-53.223,-30.762,-12.207,-24.414,0
1664549464.265,-64.453,-28.320,-7.324,-51.270,0
1664549464.269,-56.641,-23.926,-17.090,-42.969,0
1664549464.273,-34.180,-25.879,-20.996,-16.113,0
1664549464.277,-43.945,-30.762,-22.949,-18.555,0
1664549464.281,-67.871,-31.250,-18.555,-45.410,0
1664549464.284,-65.430,-34.668,-4.883,-45.410,0
1664549464.288,-40.527,-36.621,-21.973,-10.742,0
1664549464.292,-42.480,-25.879,-46.387,-1.465,0
1664549464.296,-68.848,-25.391,-25.879,-45.898,0
1664549464.300,-59.570,-32.715,-14.160,-53.711,0
1664549464.303,-40.039,-32.715,-19.043,-28.320,0
1664549464.307,-48.340,-32.227,-19.531,-29.785,0
1664549464.311,-63.477,-31.738,-18.555,-46.875,0
1664549464.315,-56.152,-30.762,-17.090,-42.969,0
1664549464.319,-38.574,-31.738,-17.090,-20.020,0
1664549464.323,-24.414,-31.250,-15.137,-16.602,0
1664549464.327,-29.297,-23.438,-37.109,-34.180,0
1664549464.330,-47.852,-25.391,-41.016,-40.039,0
1664549464.334,-36.621,-29.297,-13.672,-6.348,0
1664549464.338,-30.273,-28.809,3.418,-1.953,0
1664549464.342,-45.898,-27.832,1.465,-42.480,0
1664549464.346,-55.664,-24.414,-16.113,-48.828,0
1664549464.347,-50.781,-25.391,-18.555,-32.715,0
1664549464.351,-34.668,-28.320,-13.184,-17.578,0
1664549464.355,-29.297,-25.391,-11.719,-23.438,0
1664549464.359,-44.434,-22.949,-22.949,-41.992,0
1664549464.363,-48.340,-21.973,-23.438,-33.203,0
1664549464.367,-25.391,-18.555,-21.484,-2.930,0
1664549464.371,-29.785,-18.555,-28.320,-8.301,0
1664549464.374,-63.477,-24.902,-23.438,-37.598,0
1664549464.378,-64.941,-26.855,-13.184,-26.855,0
1664549464.382,-47.852,-27.832,-30.273,-10.254,0
1664549464.386,-35.156,-25.391,-34.668,-10.742,0
1664549464.390,-46.387,-24.902,-23.438,-23.926,0
1664549464.392,-52.246,-24.414,-25.879,-46.387,0
1664549464.396,-37.109,-15.625,-28.320,-39.551,0
1664549464.400,-23.926,-10.742,-35.156,-5.371,0
1664549464.404,-19.531,-8.301,-25.879,-4.395,0
1664549464.408,-41.504,-15.137,-14.648,-33.691,0
1664549464.412,-45.410,-29.297,-26.855,-28.320,0
1664549464.416,-26.855,-36.621,-26.367,-4.395,0
1664549464.419,-31.250,-35.156,-35.645,0.977,0
1664549464.423,-48.828,-31.250,-42.480,-23.926,0
1664549464.427,-47.852,-23.926,-29.297,-51.270,0
1664549464.431,-19.531,-17.090,-30.762,-25.879,0
1664549464.435,-19.531,-21.973,-28.809,-17.090,0
1664549464.437,-45.898,-28.809,-30.762,-36.133,0
1664549464.441,-49.805,-25.391,-34.668,-48.828,0
1664549464.445,-23.438,-22.949,-26.855,-31.250,0
1664549464.449,-19.043,-21.484,-19.531,-10.254,0
1664549464.453,-40.527,-17.578,-26.367,-18.066,0
1664549464.457,-53.711,-17.090,-27.832,-29.785,0
1664549464.461,-45.898,-25.391,-34.668,-20.996,0
1664549464.464,-35.645,-34.668,-53.223,4.883,0
1664549464.468,-47.852,-31.250,-38.086,-14.648,0
1664549464.472,-62.500,-24.902,-20.996,-59.082,0
1664549464.476,-60.059,-21.484,-27.832,-50.293,0
1664549464.480,-38.574,-19.043,-28.809,-21.973,0
1664549464.482,-33.691,-21.973,-27.832,-24.414,0
1664549464.486,-52.246,-23.438,-35.645,-43.457,0
1664549464.490,-65.430,-20.508,-40.527,-52.734,0
1664549464.494,-50.293,-20.020,-41.504,-46.387,0
1664549464.498,-24.902,-17.090,-43.457,-29.297,0
1664549464.502,-44.434,-20.020,-40.039,-38.574,0
1664549464.506,-58.105,-26.855,-43.457,-30.762,0
1664549464.509,-33.203,-25.391,-41.016,-8.301,0
1664549464.513,-17.578,-27.832,-44.434,-23.926,0
1664549464.517,-22.461,-30.762,-54.199,-33.203,0
1664549464.521,-34.180,-15.625,-43.945,-36.133,0
1664549464.525,-29.785,-9.277,-38.574,-26.367,0
